seq_index;gene_name;score;offset;insertions;deletions;mismatches;length;5_p_align_offset;3_p_align_offset
616;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;50;-222;{};{};{11,12,14,15,16,17,18,20,21,23,24,26,28,29,30,31,32,36,37,38,39,40,42,44,47,48,49,53,54,55,57,58,61,64,65,67};11;0;10
617;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;63;-240;{};{};{0,2,3,4,5,14,20,23,30,44,46,47,48,49};44;0;43
617;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;82;-237;{};{};{3,11,14,20,23,24,29,44,46,47,48,49};44;0;43
617;U07977|TRBV3-1*01|Homo sapiens|F|V-REGION|5651..5934|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;215;-234;{};{};{44,45,46,47,48,49};44;0;43
617;L06889|TRBV3-1*02|Homo sapiens|(F)|V-REGION|58..336|279 nt|1| | | | |279+0=279| Extended by 8 | |;215;-237;{};{};{44,45,46,47,48,49};44;0;43
617;U66059|TRBV3-2*01|Homo sapiens|P|V-REGION|152052..152338|287 nt|1| | | | |287+0=287| | |;215;-237;{};{};{44,45,46,47,48,49};44;0;43
617;U07978|TRBV3-2*02|Homo sapiens|P|V-REGION|17502..17787|286 nt|1| | | | |286+0=286| Extended by 1 | |;215;-237;{};{};{44,45,46,47,48,49};44;0;43
617;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;67;-237;{};{};{0,3,11,14,20,23,24,30,41,44,46,48};41;0;40
617;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;67;-237;{};{};{0,3,11,14,20,23,24,30,41,44,46,48};41;0;40
617;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;63;-237;{};{};{0,3,11,13,14,20,23,24,30,44,46,48};44;0;43
617;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;63;-237;{};{};{0,3,11,13,14,20,23,24,30,44,46,48};44;0;43
617;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;63;-237;{};{};{0,3,11,13,14,20,23,24,30,44,46,48};44;0;43
617;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;120;-237;{};{};{2,11,14,20,24,44,45,46,47,48};44;0;43
618;U66059|TRBV10-1*01|Homo sapiens|F|V-REGION|214801..215087|287 nt|1| | | | |287+0=287| | |;73;-237;{};{};{2,6,9,10,26,29,35,40,46,48,49};46;0;45
618;AF009660|TRBV10-1*02|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| | | | |287+0=287| | |;73;-237;{};{};{2,6,9,10,26,29,35,40,46,48,49};46;0;45
618;AF009660|TRBV10-1*04|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| Found in Data! Indiv 7. Also found by BLAST | | | |287+0=287| | |;73;-237;{};{};{2,6,9,10,26,29,35,40,46,48,49};46;0;45
618;U66059|TRBV10-2*01|Homo sapiens|F|V-REGION|239867..240153|287 nt|1| | | | |287+0=287| | |;130;-237;{};{};{2,9,29,35,40,46,48,49};46;0;45
618;U03115|TRBV10-3*01|Homo sapiens|F|V-REGION|14880..15166|287 nt|1| | | | |287+0=287| | |;225;-237;{};{};{46,48,49};46;0;45
618;U17047|TRBV10-3*02|Homo sapiens|F|V-REGION|84..365|282 nt|1| | | | |282+0=282| Extended by 2 | |;225;-234;{};{};{46,48,49};46;0;45
618;U08314|TRBV28*01|Homo sapiens|F|V-REGION|408..694|287 nt|1| | | | |287+0=287| | |;68;-237;{};{};{5,7,10,12,13,24,30,40,45,46,47,48,49};45;0;44
618;X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;111;-237;{};{};{2,6,8,9,10,40,46,47,48,49};46;0;45
618;X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;87;-237;{};{};{2,6,8,9,10,17,40,45,46,47,48,49};45;0;44
618;U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;87;-237;{};{};{2,6,8,9,10,17,40,45,46,47,48,49};45;0;44
618;X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;73;-237;{};{};{2,6,7,8,9,10,14,40,46,47,48,49};46;0;45
618;U66059|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;106;-237;{};{};{2,6,8,9,10,40,45,46,47,48,49};45;0;44
618;L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;87;-237;{};{};{1,2,6,8,9,10,40,45,46,47,48,49};45;0;44
618;AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | | | |287+0=287| | |;87;-237;{};{};{1,2,6,8,9,10,40,45,46,47,48,49};45;0;44
618;L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;87;-234;{};{};{2,6,8,9,10,32,40,45,46,47,48,49};45;0;44
618;X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;87;-237;{};{};{2,6,8,9,10,26,40,45,46,47,48,49};45;0;44
619;U66061|TRBV30*01|Homo sapiens|F|V-REGION|214317..214600|284 nt|1| | | | |284+0=284| |rev-compl|;250;-231;{};{};{51};51;0;50
619;Z13967|TRBV30*02|Homo sapiens|F|V-REGION|419..699|281 nt|1| | | | |281+0=281|partial in 5'| |;231;-228;{};{};{14,51};51;0;50
619;M13554|TRBV30*04|Homo sapiens|(F)|V-REGION|1..276|276 nt|1| | | | |276+0=276| Extended by 2 | |;231;-225;{};{};{14,51};51;0;50
619;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;50;43;{};{};{43,54,55,56,57,58,59,60,63,64,65,66,69,70,71,72,73,74,75,76,78,79,80,82,83,84,85};11;43;53
620;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;63;-222;{};{};{1,2,18,19,23,27,28,29,36,38,41,42,48,63,64,65,66};63;0;62
620;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;63;-222;{};{};{1,2,18,19,23,27,28,29,36,38,41,42,48,63,64,65,66};63;0;62
620;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;63;-222;{};{};{1,2,18,19,23,27,28,29,36,38,41,42,48,63,64,65,66};63;0;62
620;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;63;-222;{};{};{1,2,18,19,23,27,28,29,36,38,41,42,48,63,64,65,66};63;0;62
620;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;63;-138;{};{};{1,2,18,19,23,27,28,29,36,38,41,42,48,63,64,65,66};63;0;62
621;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;94;-231;{};{};{10,11,12,19,20,29,33,40,47,54,56,57};54;0;53
621;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;75;-231;{};{};{10,11,12,15,19,20,22,29,40,47,54,56,57,58};54;0;53
621;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;56;-231;{};{};{10,11,12,15,19,20,22,24,29,40,47,54,56,57,58};54;0;53
621;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;56;-231;{};{};{8,10,11,12,15,19,20,22,29,40,47,54,56,57,58};54;0;53
621;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;113;-231;{};{};{10,11,12,19,20,29,40,47,54,56,57,58};54;0;53
621;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;97;-228;{};{};{10,11,12,19,29,39,40,47,50,51,54,56,57};47;0;46
621;X07192|TRBV12-3*01|Homo sapiens|F|V-REGION|426..715|290 nt|1| | | | |290+0=290| | |;52;-231;{};{};{10,12,17,19,20,21,32,38,39,40,47,53,54,56,57};38;0;37
621;K02546|TRBV12-4*01|Homo sapiens|F|V-REGION|158..447|290 nt|1| | | | |290+0=290| | |;52;-231;{};{};{10,12,17,19,20,21,32,38,39,40,47,53,54,56,57};38;0;37
621;X07223|TRBV12-5*01|Homo sapiens|F|V-REGION|392..681|290 nt|1| | | | |290+0=290| | |;57;-231;{};{};{10,12,17,19,20,21,32,39,40,41,50,51,53,54,57,58};39;0;38
621;U03115|TRBV17*01|Homo sapiens|ORF|V-REGION|72572..72858|287 nt|1| | | | |287+0=287| | |;100;-231;{};{};{8,10,12,19,21,40,43,44,45,46,51,53,55};40;0;39
621;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;52;-231;{};{};{7,9,10,15,19,22,33,38,39,40,47,53,55,56,57};38;0;37
621;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;52;-231;{};{};{7,9,10,15,19,22,33,38,39,40,47,53,55,56,57};38;0;37
621;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;113;-231;{};{};{3,15,19,28,29,32,40,47,54,55,56,57};54;0;53
621;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{1,15,19,22,29,40,47,54,56,57};54;0;53
621;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;132;-231;{};{};{1,15,19,22,29,40,47,54,56,57};54;0;53
621;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;113;-228;{};{};{1,15,19,22,29,40,45,47,54,56,57};54;0;53
621;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;132;-231;{};{};{1,15,19,22,29,40,47,54,56,57};54;0;53
621;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;227;-231;{};{};{40,47,54,56};54;0;53
621;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;189;-231;{};{};{19,40,42,47,54,56};54;0;53
621;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;170;-231;{};{};{19,34,40,42,47,54,56};54;0;53
621;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;208;-231;{};{};{29,40,47,54,56};54;0;53
621;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;189;-231;{};{};{19,32,40,47,54,56,57};54;0;53
621;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;151;-231;{};{};{1,19,21,29,33,47,54,56,57};54;0;53
621;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;151;-231;{};{};{1,5,19,21,33,47,54,56,57};54;0;53
621;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;170;-231;{};{};{1,5,19,21,33,54,56,57};54;0;53
621;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;151;-231;{};{};{15,19,22,29,40,47,54,56,57};54;0;53
621;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{15,18,19,22,29,40,47,54,56,57};54;0;53
621;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;170;-231;{};{};{0,19,29,33,40,47,54,56,57};54;0;53
621;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;170;-231;{};{};{0,19,29,33,40,47,54,56,57};54;0;53
621;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;170;-231;{};{};{0,19,29,33,40,47,54,56,57};54;0;53
621;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;170;-231;{};{};{0,19,29,33,40,47,54,56,57};54;0;53
621;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;151;-147;{};{};{0,18,19,29,33,40,47,54,56,57};54;0;53
622;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;75;-228;{};{};{2,3,7,9,15,16,29,35,38,39,54,56,57,58};54;0;53
622;U66059|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;132;-228;{};{};{7,9,15,16,35,41,44,54,56,57};54;0;53
622;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;151;-228;{};{};{7,8,15,16,35,50,54,56,57};54;0;53
622;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;151;-228;{};{};{7,8,15,16,35,50,54,56,57};54;0;53
622;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;170;-228;{};{};{15,16,22,23,35,54,56,57};54;0;53
622;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;170;-228;{};{};{15,16,22,23,35,54,56,57};54;0;53
622;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;246;-228;{};{};{35,54,56,57};54;0;53
622;L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;265;-228;{};{};{54,56,57};54;0;53
622;L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;246;-228;{};{};{20,54,56,57};54;0;53
622;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;189;-228;{};{};{15,16,22,35,54,56,57};54;0;53
623;M11955|TRBV20-1*01|Homo sapiens|F|V-REGION|427..719|293 nt|1| | | | |293+0=293| | |;255;-237;{};{};{52,53,54,55};52;0;51
624;M11955|TRBV20-1*01|Homo sapiens|F|V-REGION|427..719|293 nt|1| | | | |293+0=293| | |;230;-243;{};{};{47,48,49};47;0;46
625;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;56;-231;{};{};{1,5,10,11,12,19,20,21,29,40,47,54,57,58};54;0;53
625;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;56;-231;{};{};{1,3,5,15,21,28,29,32,33,40,47,54,55,57,58};54;0;53
625;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;113;-231;{};{};{5,15,21,22,29,33,40,47,54,57,58};54;0;53
625;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;113;-231;{};{};{5,15,21,22,29,33,40,47,54,57,58};54;0;53
625;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;94;-228;{};{};{5,15,21,22,29,33,40,45,47,54,57,58};54;0;53
625;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;113;-231;{};{};{5,15,21,22,29,33,40,47,54,57,58};54;0;53
625;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{1,5,19,21,33,40,47,54,57,58};54;0;53
625;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{1,5,21,33,40,42,47,54,57,58};54;0;53
625;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;113;-231;{};{};{1,5,21,33,34,40,42,47,54,57,58};54;0;53
625;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;113;-231;{};{};{1,5,19,21,29,33,40,47,54,57,58};54;0;53
625;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{1,5,21,32,33,40,47,54,57,58};54;0;53
625;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;208;-231;{};{};{5,29,47,54,57,58};54;0;53
625;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;246;-231;{};{};{47,54,57,58};54;0;53
625;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;265;-231;{};{};{54,57,58};54;0;53
625;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;94;-231;{};{};{1,5,15,21,22,29,33,40,47,54,57,58};54;0;53
625;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;75;-231;{};{};{1,5,15,18,21,22,29,33,40,47,54,57,58};54;0;53
625;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;151;-231;{};{};{0,1,5,21,29,40,47,54,57,58};54;0;53
625;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;151;-231;{};{};{0,1,5,21,29,40,47,54,57,58};54;0;53
625;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;151;-231;{};{};{0,1,5,21,29,40,47,54,57,58};54;0;53
625;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;151;-231;{};{};{0,1,5,21,29,40,47,54,57,58};54;0;53
625;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;132;-147;{};{};{0,1,5,18,21,29,40,47,54,57,58};54;0;53
626;L36092|TRBV29-1*01|Homo sapiens|F|V-REGION|574270..574559|290 nt|1| | | | |290+0=290| | |;270;-228;{};{};{55,57,58,59,61};55;0;54
626;M13847|TRBV29-1*02|Homo sapiens|(F)|V-REGION|17..304|288 nt|1| | | | |288+0=288| | |;251;-228;{};{};{1,55,57,58,59,61};55;0;54
627;L36092|TRBV19*01|Homo sapiens|F|V-REGION|453995..454281|287 nt|1| | | | |287+0=287| | |;265;-228;{};{};{54,55,56,57,58};54;0;53
628;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;112;-234;{};{};{3,23,29,32,33,35,38,50,52};50;0;49
628;U07978|TRBV4-3*01|Homo sapiens|F|V-REGION|20943..21226|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;64;-231;{};{};{0,1,6,9,13,14,16,17,29,35,48,49,50};48;0;47
628;X58812|TRBV4-3*02|Homo sapiens|(F)|V-REGION|73..354|282 nt|1| | | | |282+0=282| Extended by 5 | |;64;-234;{};{};{0,1,6,9,13,14,16,17,29,35,48,49,50};48;0;47
628;U66059|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;255;-234;{};{};{};52;0;51
628;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;141;-234;{};{};{2,3,29,35,38,44};52;0;51
628;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;141;-234;{};{};{2,3,29,35,38,44};52;0;51
628;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;122;-234;{};{};{1,3,16,17,29,35,38};52;0;51
628;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;122;-234;{};{};{1,3,16,17,29,35,38};52;0;51
628;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;122;-234;{};{};{1,3,9,10,29,35,38};52;0;51
628;L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;122;-234;{};{};{1,3,9,10,29,35,38};52;0;51
628;L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;103;-234;{};{};{1,3,9,10,14,29,35,38};52;0;51
628;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;141;-234;{};{};{1,3,16,29,35,38};52;0;51
628;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;53;-234;{};{};{3,5,6,23,26,27,29,33,35,38,48,50};23;0;22
629;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;240;-234;{};{};{49,50,51};49;0;48
629;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;97;-237;{};{};{0,2,6,7,8,9,16,27,47,48,49,50,51,52};47;0;46
629;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;97;-237;{};{};{0,2,6,7,8,9,16,27,47,48,49,50,51,52};47;0;46
629;U07977|TRBV3-1*01|Homo sapiens|F|V-REGION|5651..5934|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;64;-231;{};{};{1,2,6,14,17,23,26,27,32,48,49,50,51,52};48;0;47
629;L06889|TRBV3-1*02|Homo sapiens|(F)|V-REGION|58..336|279 nt|1| | | | |279+0=279| Extended by 8 | |;64;-234;{};{};{1,2,6,14,17,23,26,27,32,48,49,50,51,52};48;0;47
629;U66059|TRBV3-2*01|Homo sapiens|P|V-REGION|152052..152338|287 nt|1| | | | |287+0=287| | |;64;-234;{};{};{1,2,6,14,17,23,26,27,32,48,49,50,51,52};48;0;47
629;U07978|TRBV3-2*02|Homo sapiens|P|V-REGION|17502..17787|286 nt|1| | | | |286+0=286| Extended by 1 | |;64;-234;{};{};{1,2,6,14,17,23,26,27,32,48,49,50,51,52};48;0;47
629;U66059|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;107;-234;{};{};{3,23,29,32,33,35,38,49,50,51};49;0;48
629;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;126;-234;{};{};{2,3,23,32,33,44,49,50,51};49;0;48
629;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;126;-234;{};{};{2,3,23,32,33,44,49,50,51};49;0;48
629;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;107;-234;{};{};{1,3,16,17,23,32,33,49,50,51};49;0;48
629;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;107;-234;{};{};{1,3,16,17,23,32,33,49,50,51};49;0;48
629;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;107;-234;{};{};{1,3,9,10,23,32,33,49,50,51};49;0;48
629;L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;88;-234;{};{};{1,3,9,10,23,29,32,33,49,50,51};49;0;48
629;L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;69;-234;{};{};{1,3,9,10,14,23,29,32,33,49,50,51};49;0;48
629;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;126;-234;{};{};{1,3,16,23,32,33,49,50,51};49;0;48
629;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;140;-234;{};{};{5,6,26,27,32,48,49,50,51};48;0;47
630;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;60;-231;{};{};{2,4,5,9,17,20,26,29,30,35,51,52,54};51;0;50
630;U07977|TRBV3-1*01|Homo sapiens|F|V-REGION|5651..5934|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;255;-228;{};{};{52,54,55};52;0;51
630;L06889|TRBV3-1*02|Homo sapiens|(F)|V-REGION|58..336|279 nt|1| | | | |279+0=279| Extended by 8 | |;255;-231;{};{};{52,54,55};52;0;51
630;U66059|TRBV3-2*01|Homo sapiens|P|V-REGION|152052..152338|287 nt|1| | | | |287+0=287| | |;255;-231;{};{};{52,54,55};52;0;51
630;U07978|TRBV3-2*02|Homo sapiens|P|V-REGION|17502..17787|286 nt|1| | | | |286+0=286| Extended by 1 | |;255;-231;{};{};{52,54,55};52;0;51
630;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;98;-231;{};{};{0,2,4,5,8,17,20,26,30,51,52,54};51;0;50
631;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;231;-234;{};{};{30,51,52,53};51;0;50
631;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;212;-234;{};{};{12,19,51,52,53,55};51;0;50
631;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;193;-234;{};{};{12,19,21,51,52,53,55};51;0;50
